word,type,syllables,joint_syllables
amendă,substantiv,"['a', 'men', 'dá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",a-men-dá-(verb---infinitiv-/-verb---imperfect)
amenda,verb,"['a', 'men', 'dá', '(verb', '-', 'infinitiv', '/', 'verb', '-', 'imperfect)']",a-men-dá-(verb---infinitiv-/-verb---imperfect)
amendabil,adjectiv,"['a', 'men', 'dá', 'bil']",a-men-dá-bil
amendament,substantiv,"['a', 'men', 'da', 'mént']",a-men-da-mént
amendare,substantiv,"['a', 'men', 'dá', 're']",a-men-dá-re
amendat,adjectiv,"['a', 'men', 'dát']",a-men-dát
amendat,substantiv,"['a', 'men', 'dát']",a-men-dát
amendată,substantiv,"['a', 'men', 'dá', 'tă']",a-men-dá-tă
amenința,verb,"['a', 'me', 'nin', 'ţá']",a-me-nin-ţá
amenințare,substantiv,"['a', 'me', 'nin', 'ţá', 're']",a-me-nin-ţá-re
amenințat,adjectiv,"['a', 'me', 'nin', 'ţát']",a-me-nin-ţát
amenințat,substantiv,"['a', 'me', 'nin', 'ţát']",a-me-nin-ţát
amenințată,substantiv,"['a', 'me', 'nin', 'ţá', 'tă']",a-me-nin-ţá-tă
amenințător,adjectiv,"['a', 'me', 'nin', 'ţă', 'tór']",a-me-nin-ţă-tór
amenitate,substantiv,"['a', 'me', 'ni', 'tá', 'te']",a-me-ni-tá-te
amenomanie,substantiv,[],not-found
amenoree,substantiv,"['a', 'me', 'no', 'ré', 'e']",a-me-no-ré-e
ament,substantiv,"['a', 'mént']",a-mént
amentacee,substantiv,"['a', 'men', 'ta', 'cé', 'e']",a-men-ta-cé-e
amenție,substantiv,"['a', 'men', 'ţí', 'e']",a-men-ţí-e
amentifer,adjectiv,"['a', 'men', 'ti', 'fér']",a-men-ti-fér
amentiform,adjectiv,[],not-found
amentiv,adjectiv,"['a', 'men', 'tív']",a-men-tív
americă,substantiv,"['a', 'mé', 'ri', 'ca']",a-mé-ri-ca
american,adjectiv,"['a', 'me', 'ri', 'cán']",a-me-ri-cán
american,substantiv,"['a', 'me', 'ri', 'cán']",a-me-ri-cán
americană,substantiv,"['a', 'me', 'ri', 'cá', 'na']",a-me-ri-cá-na
americancă,substantiv,"['a', 'me', 'ri', 'cán', 'ca']",a-me-ri-cán-ca
americănesc,adjectiv,"['a', 'me', 'ri', 'că', 'nésc']",a-me-ri-că-nésc
americanism,substantiv,"['a', 'me', 'ri', 'ca', 'nísm']",a-me-ri-ca-nísm
americanist,adjectiv,"['a', 'me', 'ri', 'ca', 'níst']",a-me-ri-ca-níst
americanistică,substantiv,"['a', 'me', 'ri', 'ca', 'nís', 'ti', 'ca']",a-me-ri-ca-nís-ti-ca
americaniza,verb,"['a', 'me', 'ri', 'ca', 'ni', 'zá']",a-me-ri-ca-ni-zá
americanizare,substantiv,"['a', 'me', 'ri', 'ca', 'ni', 'zá', 're']",a-me-ri-ca-ni-zá-re
americanizat,adjectiv,"['a', 'me', 'ri', 'ca', 'ni', 'zát']",a-me-ri-ca-ni-zát
americiu,substantiv,"['a', 'me', 'rí', 'ciu']",a-me-rí-ciu
americium,substantiv,[],not-found
amerindian,adjectiv,"['a', 'me', 'rin', 'dián']",a-me-rin-dián
amerindian,substantiv,"['a', 'me', 'rin', 'dián']",a-me-rin-dián
amerindiană,substantiv,"['a', 'me', 'rin', 'diá', 'nă']",a-me-rin-diá-nă
ameriza,verb,"['a', 'me', 'ri', 'zá']",a-me-ri-zá
amerizare,substantiv,"['a', 'me', 'ri', 'zá', 're']",a-me-ri-zá-re
amerizat,adjectiv,"['a', 'me', 'ri', 'zát']",a-me-ri-zát
amestec,substantiv,"['a', 'més', 'tec']",a-més-tec
amesteca,verb,"['a', 'mes', 'te', 'cá']",a-mes-te-cá
amestecare,substantiv,"['a', 'mes', 'te', 'cá', 're']",a-mes-te-cá-re
amestecat,adjectiv,"['a', 'mes', 'te', 'cát']",a-mes-te-cát
amestecat,substantiv,"['a', 'mes', 'te', 'cát']",a-mes-te-cát
amestecător,substantiv,"['a', 'mes', 'te', 'că', 'tór']",a-mes-te-că-tór
amestecătură,substantiv,"['a', 'mes', 'te', 'că', 'tú', 'ra']",a-mes-te-că-tú-ra
ametabolă,substantiv,"['a', 'me', 'tá', 'bo', 'lă']",a-me-tá-bo-lă
amețeală,substantiv,"['a', 'me', 'ţeá', 'la']",a-me-ţeá-la
ameți,verb,"['a', 'me', 'ţí']",a-me-ţí
amețire,substantiv,[],not-found
ametist,substantiv,"['a', 'me', 'tíst']",a-me-tíst
amețit,adjectiv,"['a', 'me', 'ţít']",a-me-ţít
amețit,substantiv,"['a', 'me', 'ţít']",a-me-ţít
amețită,substantiv,"['a', 'me', 'ţí', 'tă']",a-me-ţí-tă
amețitor,adjectiv,"['a', 'me', 'ţi', 'tór']",a-me-ţi-tór
amețitor,substantiv,"['a', 'me', 'ţi', 'tór']",a-me-ţi-tór
ametrop,substantiv,"['a', 'me', 'tróp']",a-me-tróp
ametropie,substantiv,"['a', 'me', 'tro', 'pí', 'e']",a-me-tro-pí-e
amfetamină,substantiv,"['am', 'fe', 'ta', 'mí', 'na']",am-fe-ta-mí-na
amfiartroză,substantiv,"['am', 'fi', 'ar', 'tró', 'za']",am-fi-ar-tró-za
amfibian,substantiv,"['am', 'fi', 'bi', 'án']",am-fi-bi-án
amfibiu,adjectiv,"['am', 'fí', 'biu']",am-fí-biu
amfibiu,substantiv,"['am', 'fí', 'biu']",am-fí-biu
amfibol,substantiv,"['am', 'fi', 'ból']",am-fi-ból
amfibolie,substantiv,"['am', 'fi', 'bo', 'lí', 'e']",am-fi-bo-lí-e
amfibolit,substantiv,[],not-found
amfibologic,adjectiv,"['am', 'fi', 'bo', 'ló', 'gic']",am-fi-bo-ló-gic
amfibologie,substantiv,"['am', 'fi', 'bo', 'lo', 'gí', 'e']",am-fi-bo-lo-gí-e
amfibrah,substantiv,"['am', 'fi', 'bráh']",am-fi-bráh
amfibrahic,adjectiv,"['am', 'fi', 'brá', 'hic']",am-fi-brá-hic
amficționic,adjectiv,[],not-found
amficționie,substantiv,"['am', 'fic', 'ţi', 'o', 'ní', 'e']",am-fic-ţi-o-ní-e
amfidiploid,adjectiv,[],not-found
amfiguric,adjectiv,"['am', 'fi', 'gú', 'ric']",am-fi-gú-ric
amfimacru,substantiv,"['am', 'fi', 'má', 'cru']",am-fi-má-cru
amfimixie,substantiv,"['am', 'fi', 'mi', 'xí', 'e']",am-fi-mi-xí-e
amfineurian,substantiv,"['am', 'fi', 'ne', 'u', 'ri', 'án']",am-fi-ne-u-ri-án
amfipod,substantiv,"['am', 'fi', 'pód']",am-fi-pód
amfiprostil,substantiv,"['am', 'fi', 'pro', 'stíl']",am-fi-pro-stíl
amfipteră,substantiv,"['am', 'fip', 'té', 'ra']",am-fip-té-ra
amfiteatru,substantiv,"['am', 'fi', 'teá', 'tru']",am-fi-teá-tru
amfitrioană,substantiv,"['am', 'fi', 'tri', 'oá', 'na']",am-fi-tri-oá-na
amfitrion,substantiv,"['am', 'fi', 'tri', 'ón']",am-fi-tri-ón
amfofil,adjectiv,[],not-found
amforă,substantiv,"['ám', 'fo', 'ra']",ám-fo-ra
amforetă,substantiv,"['am', 'fo', 'ré', 'ta']",am-fo-ré-ta
amforic,adjectiv,"['am', 'fó', 'ric']",am-fó-ric
amforism,substantiv,[],not-found
amfoter,adjectiv,"['am', 'fo', 'tér']",am-fo-tér
amfotonie,substantiv,"['am', 'fo', 'to', 'ní', 'e']",am-fo-to-ní-e
amhar,adjectiv,[],not-found
amharică,substantiv,[],not-found
amiabil,adjectiv,"['a', 'mi', 'á', 'bil']",a-mi-á-bil
amiant,substantiv,"['a', 'miánt']",a-miánt
amiantă,substantiv,"['a', 'mi', 'án', 'ta']",a-mi-án-ta
amiaz,substantiv,[],not-found
amiază,substantiv,"['a', 'miá', 'za']",a-miá-za
amibă,substantiv,"['a', 'mí', 'ba']",a-mí-ba
amibian,adjectiv,"['a', 'mi', 'bi', 'án']",a-mi-bi-án
amic,substantiv,"['a', 'míc']",a-míc
amică,substantiv,"['a', 'mí', 'ca']",a-mí-ca
amicabil,adjectiv,"['a', 'mi', 'cá', 'bil']",a-mi-cá-bil
amical,adjectiv,"['a', 'mi', 'cál']",a-mi-cál
amicie,substantiv,[],not-found
amiciție,substantiv,"['a', 'mi', 'cí', 'ţi', 'e']",a-mi-cí-ţi-e
amicrobian,adjectiv,"['a', 'mi', 'cro', 'bi', 'án']",a-mi-cro-bi-án
amidă,substantiv,"['a', 'mí', 'da']",a-mí-da
amidină,substantiv,"['a', 'mi', 'dí', 'na']",a-mi-dí-na
amidon,substantiv,"['a', 'mi', 'dón']",a-mi-dón
amidopirină,substantiv,"['a', 'mi', 'do', 'pi', 'rí', 'na']",a-mi-do-pi-rí-na
amidură,substantiv,"['a', 'mi', 'dú', 'ra']",a-mi-dú-ra
amielie,substantiv,"['a', 'mie', 'lí', 'e']",a-mie-lí-e
amielinic,adjectiv,"['a', 'mi', 'e', 'lí', 'nic']",a-mi-e-lí-nic
amiez,substantiv,[],not-found
amigdală,substantiv,"['a', 'mig', 'dá', 'la']",a-mig-dá-la
amigdalectomie,substantiv,"['a', 'mig', 'da', 'lec', 'to', 'mí', 'e']",a-mig-da-lec-to-mí-e
amigdalian,adjectiv,"['a', 'mig', 'da', 'lián']",a-mig-da-lián
amigdalită,substantiv,"['a', 'mig', 'da', 'lí', 'ta']",a-mig-da-lí-ta
amigdaloid,adjectiv,"['a', 'mig', 'da', 'lo', 'íd']",a-mig-da-lo-íd
amigdalotom,substantiv,[],not-found
amil,substantiv,"['a', 'míl']",a-míl
amilaceu,adjectiv,"['a', 'mi', 'la', 'céu']",a-mi-la-céu
amilază,substantiv,"['a', 'mi', 'lá', 'za']",a-mi-lá-za
amilazemie,substantiv,[],not-found
amilazurie,substantiv,[],not-found
amilic,adjectiv,"['a', 'mí', 'lic']",a-mí-lic
amilic,substantiv,"['a', 'mí', 'lic']",a-mí-lic
amilodextrină,substantiv,"['a', 'mi', 'lo', 'dex', 'trí', 'na']",a-mi-lo-dex-trí-na
amilogeneză,substantiv,[],not-found
amiloid,adjectiv,[],not-found
amiloidoză,substantiv,"['a', 'mi', 'lo', 'i', 'dó', 'za']",a-mi-lo-i-dó-za
amiloliză,substantiv,[],not-found
amilopectină,substantiv,"['a', 'mi', 'lo', 'pec', 'tí', 'na']",a-mi-lo-pec-tí-na
amiloplast,substantiv,[],not-found
amiloză,substantiv,"['a', 'mi', 'ló', 'za']",a-mi-ló-za
amimie,substantiv,"['a', 'mi', 'mí', 'e']",a-mi-mí-e
amin,substantiv,"['a', 'mín']",a-mín
amină,substantiv,"['a', 'mí', 'na']",a-mí-na
aminare,substantiv,"['a', 'mi', 'ná', 're']",a-mi-ná-re
amino,substantiv,"['a', 'mí', 'no']",a-mí-no
aminoacetic,adjectiv,[],not-found
aminoacid,substantiv,"['a', 'mi', 'no', 'a', 'cíd']",a-mi-no-a-cíd
aminoacidemie,substantiv,"['a', 'mi', 'no', 'a', 'ci', 'de', 'mí', 'e']",a-mi-no-a-ci-de-mí-e
aminoacidurie,substantiv,"['a', 'mi', 'no', 'a', 'ci', 'du', 'rí', 'e']",a-mi-no-a-ci-du-rí-e
aminoalcool,substantiv,"['a', 'mi', 'noal', 'co', 'ól']",a-mi-noal-co-ól
aminobenzen,substantiv,"['a', 'mi', 'no', 'ben', 'zén']",a-mi-no-ben-zén
aminobenzoic,substantiv,"['a', 'mi', 'no', 'ben', 'zó', 'ic']",a-mi-no-ben-zó-ic
aminofilină,substantiv,[],not-found
aminoplast,substantiv,"['a', 'mi', 'no', 'plást']",a-mi-no-plást
aminozaharuri,substantiv,"['a', 'mi', 'no', 'za', 'há', 'ruri']",a-mi-no-za-há-ruri
aminti,verb,"['a', 'min', 'tí']",a-min-tí
amintire,substantiv,"['a', 'min', 'tí', 're']",a-min-tí-re
amintit,adjectiv,"['a', 'min', 'tít']",a-min-tít
amintit,substantiv,"['a', 'min', 'tít']",a-min-tít
amintitor,adjectiv,[],not-found
amiotonie,substantiv,[],not-found
